Maille,Maille_X,Maille_Y,mid_lon,mid_lat,sw_lon,sw_lat,ne_lon,ne_lat,area
930,50,12,78.495,17.265,78.490,17.260,78.500,17.270,0.980
931,51,12,78.505,17.265,78.500,17.260,78.510,17.270,0.980
932,52,12,78.515,17.265,78.510,17.260,78.520,17.270,0.980
933,53,12,78.525,17.265,78.520,17.260,78.530,17.270,0.980
934,54,12,78.535,17.265,78.530,17.260,78.540,17.270,0.980
935,55,12,78.545,17.265,78.540,17.260,78.550,17.270,0.980
936,56,12,78.555,17.265,78.550,17.260,78.560,17.270,0.980
937,57,12,78.565,17.265,78.560,17.260,78.570,17.270,0.980
938,58,12,78.575,17.265,78.570,17.260,78.580,17.270,0.980
939,59,12,78.585,17.265,78.580,17.260,78.590,17.270,0.980
940,60,12,78.595,17.265,78.590,17.260,78.600,17.270,0.980
941,61,12,78.605,17.265,78.600,17.260,78.610,17.270,0.980
942,62,12,78.615,17.265,78.610,17.260,78.620,17.270,0.980
943,63,12,78.625,17.265,78.620,17.260,78.630,17.270,0.980
944,64,12,78.635,17.265,78.630,17.260,78.640,17.270,0.980
945,65,12,78.645,17.265,78.640,17.260,78.650,17.270,0.980
946,66,12,78.655,17.265,78.650,17.260,78.660,17.270,0.980
947,67,12,78.665,17.265,78.660,17.260,78.670,17.270,0.980
948,68,12,78.675,17.265,78.670,17.260,78.680,17.270,0.980
949,69,12,78.685,17.265,78.680,17.260,78.690,17.270,0.980
950,70,12,78.695,17.265,78.690,17.260,78.700,17.270,0.980
951,71,12,78.705,17.265,78.700,17.260,78.710,17.270,0.980
952,72,12,78.715,17.265,78.710,17.260,78.720,17.270,0.980
953,73,12,78.725,17.265,78.720,17.260,78.730,17.270,0.980
954,74,12,78.735,17.265,78.730,17.260,78.740,17.270,0.980
955,75,12,78.745,17.265,78.740,17.260,78.750,17.270,0.980
956,76,12,78.755,17.265,78.750,17.260,78.760,17.270,0.980
957,77,12,78.765,17.265,78.760,17.260,78.770,17.270,0.980
958,78,12,78.775,17.265,78.770,17.260,78.780,17.270,0.980
959,79,12,78.785,17.265,78.780,17.260,78.790,17.270,0.980
960,80,12,78.795,17.265,78.790,17.260,78.800,17.270,0.980
961,1,13,78.005,17.275,78.000,17.270,78.010,17.280,0.980
962,2,13,78.015,17.275,78.010,17.270,78.020,17.280,0.980
963,3,13,78.025,17.275,78.020,17.270,78.030,17.280,0.980
964,4,13,78.035,17.275,78.030,17.270,78.040,17.280,0.980
965,5,13,78.045,17.275,78.040,17.270,78.050,17.280,0.980
966,6,13,78.055,17.275,78.050,17.270,78.060,17.280,0.980
967,7,13,78.065,17.275,78.060,17.270,78.070,17.280,0.980
968,8,13,78.075,17.275,78.070,17.270,78.080,17.280,0.980
969,9,13,78.085,17.275,78.080,17.270,78.090,17.280,0.980
970,10,13,78.095,17.275,78.090,17.270,78.100,17.280,0.980
971,11,13,78.105,17.275,78.100,17.270,78.110,17.280,0.980
972,12,13,78.115,17.275,78.110,17.270,78.120,17.280,0.980
973,13,13,78.125,17.275,78.120,17.270,78.130,17.280,0.980
974,14,13,78.135,17.275,78.130,17.270,78.140,17.280,0.980
975,15,13,78.145,17.275,78.140,17.270,78.150,17.280,0.980
976,16,13,78.155,17.275,78.150,17.270,78.160,17.280,0.980
977,17,13,78.165,17.275,78.160,17.270,78.170,17.280,0.980
978,18,13,78.175,17.275,78.170,17.270,78.180,17.280,0.980
979,19,13,78.185,17.275,78.180,17.270,78.190,17.280,0.980
980,20,13,78.195,17.275,78.190,17.270,78.200,17.280,0.980
981,21,13,78.205,17.275,78.200,17.270,78.210,17.280,0.980
982,22,13,78.215,17.275,78.210,17.270,78.220,17.280,0.980
983,23,13,78.225,17.275,78.220,17.270,78.230,17.280,0.980
984,24,13,78.235,17.275,78.230,17.270,78.240,17.280,0.980
985,25,13,78.245,17.275,78.240,17.270,78.250,17.280,0.980
986,26,13,78.255,17.275,78.250,17.270,78.260,17.280,0.980
987,27,13,78.265,17.275,78.260,17.270,78.270,17.280,0.980
988,28,13,78.275,17.275,78.270,17.270,78.280,17.280,0.980
989,29,13,78.285,17.275,78.280,17.270,78.290,17.280,0.980
990,30,13,78.295,17.275,78.290,17.270,78.300,17.280,0.980
991,31,13,78.305,17.275,78.300,17.270,78.310,17.280,0.980
992,32,13,78.315,17.275,78.310,17.270,78.320,17.280,0.980
993,33,13,78.325,17.275,78.320,17.270,78.330,17.280,0.980
994,34,13,78.335,17.275,78.330,17.270,78.340,17.280,0.980
995,35,13,78.345,17.275,78.340,17.270,78.350,17.280,0.980
996,36,13,78.355,17.275,78.350,17.270,78.360,17.280,0.980
997,37,13,78.365,17.275,78.360,17.270,78.370,17.280,0.980
998,38,13,78.375,17.275,78.370,17.270,78.380,17.280,0.980
999,39,13,78.385,17.275,78.380,17.270,78.390,17.280,0.980
1000,40,13,78.395,17.275,78.390,17.270,78.400,17.280,0.980
1001,41,13,78.405,17.275,78.400,17.270,78.410,17.280,0.980
1002,42,13,78.415,17.275,78.410,17.270,78.420,17.280,0.980
1003,43,13,78.425,17.275,78.420,17.270,78.430,17.280,0.980
1004,44,13,78.435,17.275,78.430,17.270,78.440,17.280,0.980
1005,45,13,78.445,17.275,78.440,17.270,78.450,17.280,0.980
1006,46,13,78.455,17.275,78.450,17.270,78.460,17.280,0.980
1007,47,13,78.465,17.275,78.460,17.270,78.470,17.280,0.980
1008,48,13,78.475,17.275,78.470,17.270,78.480,17.280,0.980
1009,49,13,78.485,17.275,78.480,17.270,78.490,17.280,0.980
1010,50,13,78.495,17.275,78.490,17.270,78.500,17.280,0.980
1011,51,13,78.505,17.275,78.500,17.270,78.510,17.280,0.980
1012,52,13,78.515,17.275,78.510,17.270,78.520,17.280,0.980
1013,53,13,78.525,17.275,78.520,17.270,78.530,17.280,0.980
1014,54,13,78.535,17.275,78.530,17.270,78.540,17.280,0.980
1015,55,13,78.545,17.275,78.540,17.270,78.550,17.280,0.980
1016,56,13,78.555,17.275,78.550,17.270,78.560,17.280,0.980
1017,57,13,78.565,17.275,78.560,17.270,78.570,17.280,0.980
1018,58,13,78.575,17.275,78.570,17.270,78.580,17.280,0.980
1019,59,13,78.585,17.275,78.580,17.270,78.590,17.280,0.980
1020,60,13,78.595,17.275,78.590,17.270,78.600,17.280,0.980
1021,61,13,78.605,17.275,78.600,17.270,78.610,17.280,0.980
1022,62,13,78.615,17.275,78.610,17.270,78.620,17.280,0.980
1023,63,13,78.625,17.275,78.620,17.270,78.630,17.280,0.980
1024,64,13,78.635,17.275,78.630,17.270,78.640,17.280,0.980
1025,65,13,78.645,17.275,78.640,17.270,78.650,17.280,0.980
1026,66,13,78.655,17.275,78.650,17.270,78.660,17.280,0.980
1027,67,13,78.665,17.275,78.660,17.270,78.670,17.280,0.980
1028,68,13,78.675,17.275,78.670,17.270,78.680,17.280,0.980
1029,69,13,78.685,17.275,78.680,17.270,78.690,17.280,0.980
1030,70,13,78.695,17.275,78.690,17.270,78.700,17.280,0.980
1031,71,13,78.705,17.275,78.700,17.270,78.710,17.280,0.980
1032,72,13,78.715,17.275,78.710,17.270,78.720,17.280,0.980
1033,73,13,78.725,17.275,78.720,17.270,78.730,17.280,0.980
1034,74,13,78.735,17.275,78.730,17.270,78.740,17.280,0.980
1035,75,13,78.745,17.275,78.740,17.270,78.750,17.280,0.980
1036,76,13,78.755,17.275,78.750,17.270,78.760,17.280,0.980
1037,77,13,78.765,17.275,78.760,17.270,78.770,17.280,0.980
1038,78,13,78.775,17.275,78.770,17.270,78.780,17.280,0.980
1039,79,13,78.785,17.275,78.780,17.270,78.790,17.280,0.980
1040,80,13,78.795,17.275,78.790,17.270,78.800,17.280,0.980
1041,1,14,78.005,17.285,78.000,17.280,78.010,17.290,0.980
1042,2,14,78.015,17.285,78.010,17.280,78.020,17.290,0.980
1043,3,14,78.025,17.285,78.020,17.280,78.030,17.290,0.980
1044,4,14,78.035,17.285,78.030,17.280,78.040,17.290,0.980
1045,5,14,78.045,17.285,78.040,17.280,78.050,17.290,0.980
1046,6,14,78.055,17.285,78.050,17.280,78.060,17.290,0.980
1047,7,14,78.065,17.285,78.060,17.280,78.070,17.290,0.980
1048,8,14,78.075,17.285,78.070,17.280,78.080,17.290,0.980
1049,9,14,78.085,17.285,78.080,17.280,78.090,17.290,0.980
1050,10,14,78.095,17.285,78.090,17.280,78.100,17.290,0.980
1051,11,14,78.105,17.285,78.100,17.280,78.110,17.290,0.980
1052,12,14,78.115,17.285,78.110,17.280,78.120,17.290,0.980
1053,13,14,78.125,17.285,78.120,17.280,78.130,17.290,0.980
1054,14,14,78.135,17.285,78.130,17.280,78.140,17.290,0.980
1055,15,14,78.145,17.285,78.140,17.280,78.150,17.290,0.980
1056,16,14,78.155,17.285,78.150,17.280,78.160,17.290,0.980
1057,17,14,78.165,17.285,78.160,17.280,78.170,17.290,0.980
1058,18,14,78.175,17.285,78.170,17.280,78.180,17.290,0.980
1059,19,14,78.185,17.285,78.180,17.280,78.190,17.290,0.980
1060,20,14,78.195,17.285,78.190,17.280,78.200,17.290,0.980
1061,21,14,78.205,17.285,78.200,17.280,78.210,17.290,0.980
1062,22,14,78.215,17.285,78.210,17.280,78.220,17.290,0.980
1063,23,14,78.225,17.285,78.220,17.280,78.230,17.290,0.980
1064,24,14,78.235,17.285,78.230,17.280,78.240,17.290,0.980
1065,25,14,78.245,17.285,78.240,17.280,78.250,17.290,0.980
1066,26,14,78.255,17.285,78.250,17.280,78.260,17.290,0.980
1067,27,14,78.265,17.285,78.260,17.280,78.270,17.290,0.980
1068,28,14,78.275,17.285,78.270,17.280,78.280,17.290,0.980
1069,29,14,78.285,17.285,78.280,17.280,78.290,17.290,0.980
1070,30,14,78.295,17.285,78.290,17.280,78.300,17.290,0.980
1071,31,14,78.305,17.285,78.300,17.280,78.310,17.290,0.980
1072,32,14,78.315,17.285,78.310,17.280,78.320,17.290,0.980
1073,33,14,78.325,17.285,78.320,17.280,78.330,17.290,0.980
1074,34,14,78.335,17.285,78.330,17.280,78.340,17.290,0.980
1075,35,14,78.345,17.285,78.340,17.280,78.350,17.290,0.980
1076,36,14,78.355,17.285,78.350,17.280,78.360,17.290,0.980
1077,37,14,78.365,17.285,78.360,17.280,78.370,17.290,0.980
1078,38,14,78.375,17.285,78.370,17.280,78.380,17.290,0.980
1079,39,14,78.385,17.285,78.380,17.280,78.390,17.290,0.980
1080,40,14,78.395,17.285,78.390,17.280,78.400,17.290,0.980
1081,41,14,78.405,17.285,78.400,17.280,78.410,17.290,0.980
1082,42,14,78.415,17.285,78.410,17.280,78.420,17.290,0.980
1083,43,14,78.425,17.285,78.420,17.280,78.430,17.290,0.980
1084,44,14,78.435,17.285,78.430,17.280,78.440,17.290,0.980
1085,45,14,78.445,17.285,78.440,17.280,78.450,17.290,0.980
1086,46,14,78.455,17.285,78.450,17.280,78.460,17.290,0.980
1087,47,14,78.465,17.285,78.460,17.280,78.470,17.290,0.980
1088,48,14,78.475,17.285,78.470,17.280,78.480,17.290,0.980
1089,49,14,78.485,17.285,78.480,17.280,78.490,17.290,0.980
1090,50,14,78.495,17.285,78.490,17.280,78.500,17.290,0.980
1091,51,14,78.505,17.285,78.500,17.280,78.510,17.290,0.980
1092,52,14,78.515,17.285,78.510,17.280,78.520,17.290,0.980
1093,53,14,78.525,17.285,78.520,17.280,78.530,17.290,0.980
1094,54,14,78.535,17.285,78.530,17.280,78.540,17.290,0.980
1095,55,14,78.545,17.285,78.540,17.280,78.550,17.290,0.980
1096,56,14,78.555,17.285,78.550,17.280,78.560,17.290,0.980
1097,57,14,78.565,17.285,78.560,17.280,78.570,17.290,0.980
1098,58,14,78.575,17.285,78.570,17.280,78.580,17.290,0.980
1099,59,14,78.585,17.285,78.580,17.280,78.590,17.290,0.980
1100,60,14,78.595,17.285,78.590,17.280,78.600,17.290,0.980
1101,61,14,78.605,17.285,78.600,17.280,78.610,17.290,0.980
1102,62,14,78.615,17.285,78.610,17.280,78.620,17.290,0.980
1103,63,14,78.625,17.285,78.620,17.280,78.630,17.290,0.980
1104,64,14,78.635,17.285,78.630,17.280,78.640,17.290,0.980
1105,65,14,78.645,17.285,78.640,17.280,78.650,17.290,0.980
1106,66,14,78.655,17.285,78.650,17.280,78.660,17.290,0.980
1107,67,14,78.665,17.285,78.660,17.280,78.670,17.290,0.980
1108,68,14,78.675,17.285,78.670,17.280,78.680,17.290,0.980
1109,69,14,78.685,17.285,78.680,17.280,78.690,17.290,0.980
1110,70,14,78.695,17.285,78.690,17.280,78.700,17.290,0.980
1111,71,14,78.705,17.285,78.700,17.280,78.710,17.290,0.980
1112,72,14,78.715,17.285,78.710,17.280,78.720,17.290,0.980
1113,73,14,78.725,17.285,78.720,17.280,78.730,17.290,0.980
1114,74,14,78.735,17.285,78.730,17.280,78.740,17.290,0.980
1115,75,14,78.745,17.285,78.740,17.280,78.750,17.290,0.980
1116,76,14,78.755,17.285,78.750,17.280,78.760,17.290,0.980
1117,77,14,78.765,17.285,78.760,17.280,78.770,17.290,0.980
1118,78,14,78.775,17.285,78.770,17.280,78.780,17.290,0.980
1119,79,14,78.785,17.285,78.780,17.280,78.790,17.290,0.980
1120,80,14,78.795,17.285,78.790,17.280,78.800,17.290,0.980
1121,1,15,78.005,17.295,78.000,17.290,78.010,17.300,0.979
1122,2,15,78.015,17.295,78.010,17.290,78.020,17.300,0.979
1123,3,15,78.025,17.295,78.020,17.290,78.030,17.300,0.979
1124,4,15,78.035,17.295,78.030,17.290,78.040,17.300,0.979
1125,5,15,78.045,17.295,78.040,17.290,78.050,17.300,0.979
1126,6,15,78.055,17.295,78.050,17.290,78.060,17.300,0.979
1127,7,15,78.065,17.295,78.060,17.290,78.070,17.300,0.979
1128,8,15,78.075,17.295,78.070,17.290,78.080,17.300,0.979
1129,9,15,78.085,17.295,78.080,17.290,78.090,17.300,0.979
1130,10,15,78.095,17.295,78.090,17.290,78.100,17.300,0.979
1131,11,15,78.105,17.295,78.100,17.290,78.110,17.300,0.979
1132,12,15,78.115,17.295,78.110,17.290,78.120,17.300,0.979
1133,13,15,78.125,17.295,78.120,17.290,78.130,17.300,0.979
1134,14,15,78.135,17.295,78.130,17.290,78.140,17.300,0.979
1135,15,15,78.145,17.295,78.140,17.290,78.150,17.300,0.979
1136,16,15,78.155,17.295,78.150,17.290,78.160,17.300,0.979
1137,17,15,78.165,17.295,78.160,17.290,78.170,17.300,0.979
1138,18,15,78.175,17.295,78.170,17.290,78.180,17.300,0.979
1139,19,15,78.185,17.295,78.180,17.290,78.190,17.300,0.979
1140,20,15,78.195,17.295,78.190,17.290,78.200,17.300,0.979
1141,21,15,78.205,17.295,78.200,17.290,78.210,17.300,0.979
1142,22,15,78.215,17.295,78.210,17.290,78.220,17.300,0.979
1143,23,15,78.225,17.295,78.220,17.290,78.230,17.300,0.979
1144,24,15,78.235,17.295,78.230,17.290,78.240,17.300,0.979
1145,25,15,78.245,17.295,78.240,17.290,78.250,17.300,0.979
1146,26,15,78.255,17.295,78.250,17.290,78.260,17.300,0.979
1147,27,15,78.265,17.295,78.260,17.290,78.270,17.300,0.979
1148,28,15,78.275,17.295,78.270,17.290,78.280,17.300,0.979
1149,29,15,78.285,17.295,78.280,17.290,78.290,17.300,0.979
1150,30,15,78.295,17.295,78.290,17.290,78.300,17.300,0.979
1151,31,15,78.305,17.295,78.300,17.290,78.310,17.300,0.979
1152,32,15,78.315,17.295,78.310,17.290,78.320,17.300,0.979
1153,33,15,78.325,17.295,78.320,17.290,78.330,17.300,0.979
1154,34,15,78.335,17.295,78.330,17.290,78.340,17.300,0.979
1155,35,15,78.345,17.295,78.340,17.290,78.350,17.300,0.979
1156,36,15,78.355,17.295,78.350,17.290,78.360,17.300,0.979
1157,37,15,78.365,17.295,78.360,17.290,78.370,17.300,0.979
1158,38,15,78.375,17.295,78.370,17.290,78.380,17.300,0.979
1159,39,15,78.385,17.295,78.380,17.290,78.390,17.300,0.979
1160,40,15,78.395,17.295,78.390,17.290,78.400,17.300,0.979
1161,41,15,78.405,17.295,78.400,17.290,78.410,17.300,0.979
1162,42,15,78.415,17.295,78.410,17.290,78.420,17.300,0.979
1163,43,15,78.425,17.295,78.420,17.290,78.430,17.300,0.979
1164,44,15,78.435,17.295,78.430,17.290,78.440,17.300,0.979
1165,45,15,78.445,17.295,78.440,17.290,78.450,17.300,0.979
1166,46,15,78.455,17.295,78.450,17.290,78.460,17.300,0.979
1167,47,15,78.465,17.295,78.460,17.290,78.470,17.300,0.979
1168,48,15,78.475,17.295,78.470,17.290,78.480,17.300,0.979
1169,49,15,78.485,17.295,78.480,17.290,78.490,17.300,0.979
1170,50,15,78.495,17.295,78.490,17.290,78.500,17.300,0.979
1171,51,15,78.505,17.295,78.500,17.290,78.510,17.300,0.979
1172,52,15,78.515,17.295,78.510,17.290,78.520,17.300,0.979
1173,53,15,78.525,17.295,78.520,17.290,78.530,17.300,0.979
1174,54,15,78.535,17.295,78.530,17.290,78.540,17.300,0.979
1175,55,15,78.545,17.295,78.540,17.290,78.550,17.300,0.979
1176,56,15,78.555,17.295,78.550,17.290,78.560,17.300,0.979
1177,57,15,78.565,17.295,78.560,17.290,78.570,17.300,0.979
1178,58,15,78.575,17.295,78.570,17.290,78.580,17.300,0.979
1179,59,15,78.585,17.295,78.580,17.290,78.590,17.300,0.979
1180,60,15,78.595,17.295,78.590,17.290,78.600,17.300,0.979
1181,61,15,78.605,17.295,78.600,17.290,78.610,17.300,0.979
1182,62,15,78.615,17.295,78.610,17.290,78.620,17.300,0.979
1183,63,15,78.625,17.295,78.620,17.290,78.630,17.300,0.979
1184,64,15,78.635,17.295,78.630,17.290,78.640,17.300,0.979
1185,65,15,78.645,17.295,78.640,17.290,78.650,17.300,0.979
1186,66,15,78.655,17.295,78.650,17.290,78.660,17.300,0.979
1187,67,15,78.665,17.295,78.660,17.290,78.670,17.300,0.979
1188,68,15,78.675,17.295,78.670,17.290,78.680,17.300,0.979
1189,69,15,78.685,17.295,78.680,17.290,78.690,17.300,0.979
1190,70,15,78.695,17.295,78.690,17.290,78.700,17.300,0.979
1191,71,15,78.705,17.295,78.700,17.290,78.710,17.300,0.979
1192,72,15,78.715,17.295,78.710,17.290,78.720,17.300,0.979
1193,73,15,78.725,17.295,78.720,17.290,78.730,17.300,0.979
1194,74,15,78.735,17.295,78.730,17.290,78.740,17.300,0.979
1195,75,15,78.745,17.295,78.740,17.290,78.750,17.300,0.979
1196,76,15,78.755,17.295,78.750,17.290,78.760,17.300,0.979
1197,77,15,78.765,17.295,78.760,17.290,78.770,17.300,0.979
1198,78,15,78.775,17.295,78.770,17.290,78.780,17.300,0.979
1199,79,15,78.785,17.295,78.780,17.290,78.790,17.300,0.979
1200,80,15,78.795,17.295,78.790,17.290,78.800,17.300,0.979
1201,1,16,78.005,17.305,78.000,17.300,78.010,17.310,0.979
1202,2,16,78.015,17.305,78.010,17.300,78.020,17.310,0.979
1203,3,16,78.025,17.305,78.020,17.300,78.030,17.310,0.979
1204,4,16,78.035,17.305,78.030,17.300,78.040,17.310,0.979
1205,5,16,78.045,17.305,78.040,17.300,78.050,17.310,0.979
1206,6,16,78.055,17.305,78.050,17.300,78.060,17.310,0.979
1207,7,16,78.065,17.305,78.060,17.300,78.070,17.310,0.979
1208,8,16,78.075,17.305,78.070,17.300,78.080,17.310,0.979
1209,9,16,78.085,17.305,78.080,17.300,78.090,17.310,0.979
1210,10,16,78.095,17.305,78.090,17.300,78.100,17.310,0.979
1211,11,16,78.105,17.305,78.100,17.300,78.110,17.310,0.979
1212,12,16,78.115,17.305,78.110,17.300,78.120,17.310,0.979
1213,13,16,78.125,17.305,78.120,17.300,78.130,17.310,0.979
1214,14,16,78.135,17.305,78.130,17.300,78.140,17.310,0.979
1215,15,16,78.145,17.305,78.140,17.300,78.150,17.310,0.979
1216,16,16,78.155,17.305,78.150,17.300,78.160,17.310,0.979
1217,17,16,78.165,17.305,78.160,17.300,78.170,17.310,0.979
1218,18,16,78.175,17.305,78.170,17.300,78.180,17.310,0.979
1219,19,16,78.185,17.305,78.180,17.300,78.190,17.310,0.979
1220,20,16,78.195,17.305,78.190,17.300,78.200,17.310,0.979
1221,21,16,78.205,17.305,78.200,17.300,78.210,17.310,0.979
1222,22,16,78.215,17.305,78.210,17.300,78.220,17.310,0.979
1223,23,16,78.225,17.305,78.220,17.300,78.230,17.310,0.979
1224,24,16,78.235,17.305,78.230,17.300,78.240,17.310,0.979
1225,25,16,78.245,17.305,78.240,17.300,78.250,17.310,0.979
1226,26,16,78.255,17.305,78.250,17.300,78.260,17.310,0.979
1227,27,16,78.265,17.305,78.260,17.300,78.270,17.310,0.979
1228,28,16,78.275,17.305,78.270,17.300,78.280,17.310,0.979
1229,29,16,78.285,17.305,78.280,17.300,78.290,17.310,0.979
1230,30,16,78.295,17.305,78.290,17.300,78.300,17.310,0.979
1231,31,16,78.305,17.305,78.300,17.300,78.310,17.310,0.979
1232,32,16,78.315,17.305,78.310,17.300,78.320,17.310,0.979
1233,33,16,78.325,17.305,78.320,17.300,78.330,17.310,0.979
1234,34,16,78.335,17.305,78.330,17.300,78.340,17.310,0.979
1235,35,16,78.345,17.305,78.340,17.300,78.350,17.310,0.979
1236,36,16,78.355,17.305,78.350,17.300,78.360,17.310,0.979
1237,37,16,78.365,17.305,78.360,17.300,78.370,17.310,0.979
1238,38,16,78.375,17.305,78.370,17.300,78.380,17.310,0.979
1239,39,16,78.385,17.305,78.380,17.300,78.390,17.310,0.979
1240,40,16,78.395,17.305,78.390,17.300,78.400,17.310,0.979
1241,41,16,78.405,17.305,78.400,17.300,78.410,17.310,0.979
1242,42,16,78.415,17.305,78.410,17.300,78.420,17.310,0.979
1243,43,16,78.425,17.305,78.420,17.300,78.430,17.310,0.979
1244,44,16,78.435,17.305,78.430,17.300,78.440,17.310,0.979
1245,45,16,78.445,17.305,78.440,17.300,78.450,17.310,0.979
1246,46,16,78.455,17.305,78.450,17.300,78.460,17.310,0.979
1247,47,16,78.465,17.305,78.460,17.300,78.470,17.310,0.979
1248,48,16,78.475,17.305,78.470,17.300,78.480,17.310,0.979
1249,49,16,78.485,17.305,78.480,17.300,78.490,17.310,0.979
1250,50,16,78.495,17.305,78.490,17.300,78.500,17.310,0.979
1251,51,16,78.505,17.305,78.500,17.300,78.510,17.310,0.979
1252,52,16,78.515,17.305,78.510,17.300,78.520,17.310,0.979
1253,53,16,78.525,17.305,78.520,17.300,78.530,17.310,0.979
1254,54,16,78.535,17.305,78.530,17.300,78.540,17.310,0.979
1255,55,16,78.545,17.305,78.540,17.300,78.550,17.310,0.979
1256,56,16,78.555,17.305,78.550,17.300,78.560,17.310,0.979
1257,57,16,78.565,17.305,78.560,17.300,78.570,17.310,0.979
1258,58,16,78.575,17.305,78.570,17.300,78.580,17.310,0.979
1259,59,16,78.585,17.305,78.580,17.300,78.590,17.310,0.979
1260,60,16,78.595,17.305,78.590,17.300,78.600,17.310,0.979
1261,61,16,78.605,17.305,78.600,17.300,78.610,17.310,0.979
1262,62,16,78.615,17.305,78.610,17.300,78.620,17.310,0.979
1263,63,16,78.625,17.305,78.620,17.300,78.630,17.310,0.979
1264,64,16,78.635,17.305,78.630,17.300,78.640,17.310,0.979
1265,65,16,78.645,17.305,78.640,17.300,78.650,17.310,0.979
1266,66,16,78.655,17.305,78.650,17.300,78.660,17.310,0.979
1267,67,16,78.665,17.305,78.660,17.300,78.670,17.310,0.979
1268,68,16,78.675,17.305,78.670,17.300,78.680,17.310,0.979
1269,69,16,78.685,17.305,78.680,17.300,78.690,17.310,0.979
1270,70,16,78.695,17.305,78.690,17.300,78.700,17.310,0.979
1271,71,16,78.705,17.305,78.700,17.300,78.710,17.310,0.979
1272,72,16,78.715,17.305,78.710,17.300,78.720,17.310,0.979
1273,73,16,78.725,17.305,78.720,17.300,78.730,17.310,0.979
1274,74,16,78.735,17.305,78.730,17.300,78.740,17.310,0.979
1275,75,16,78.745,17.305,78.740,17.300,78.750,17.310,0.979
1276,76,16,78.755,17.305,78.750,17.300,78.760,17.310,0.979
1277,77,16,78.765,17.305,78.760,17.300,78.770,17.310,0.979
1278,78,16,78.775,17.305,78.770,17.300,78.780,17.310,0.979
1279,79,16,78.785,17.305,78.780,17.300,78.790,17.310,0.979
1280,80,16,78.795,17.305,78.790,17.300,78.800,17.310,0.979
1281,1,17,78.005,17.315,78.000,17.310,78.010,17.320,0.979
1282,2,17,78.015,17.315,78.010,17.310,78.020,17.320,0.979
1283,3,17,78.025,17.315,78.020,17.310,78.030,17.320,0.979
1284,4,17,78.035,17.315,78.030,17.310,78.040,17.320,0.979
1285,5,17,78.045,17.315,78.040,17.310,78.050,17.320,0.979
1286,6,17,78.055,17.315,78.050,17.310,78.060,17.320,0.979
1287,7,17,78.065,17.315,78.060,17.310,78.070,17.320,0.979
1288,8,17,78.075,17.315,78.070,17.310,78.080,17.320,0.979
1289,9,17,78.085,17.315,78.080,17.310,78.090,17.320,0.979
1290,10,17,78.095,17.315,78.090,17.310,78.100,17.320,0.979
1291,11,17,78.105,17.315,78.100,17.310,78.110,17.320,0.979
1292,12,17,78.115,17.315,78.110,17.310,78.120,17.320,0.979
1293,13,17,78.125,17.315,78.120,17.310,78.130,17.320,0.979
1294,14,17,78.135,17.315,78.130,17.310,78.140,17.320,0.979
1295,15,17,78.145,17.315,78.140,17.310,78.150,17.320,0.979
1296,16,17,78.155,17.315,78.150,17.310,78.160,17.320,0.979
1297,17,17,78.165,17.315,78.160,17.310,78.170,17.320,0.979
1298,18,17,78.175,17.315,78.170,17.310,78.180,17.320,0.979
1299,19,17,78.185,17.315,78.180,17.310,78.190,17.320,0.979
1300,20,17,78.195,17.315,78.190,17.310,78.200,17.320,0.979
1301,21,17,78.205,17.315,78.200,17.310,78.210,17.320,0.979
1302,22,17,78.215,17.315,78.210,17.310,78.220,17.320,0.979
1303,23,17,78.225,17.315,78.220,17.310,78.230,17.320,0.979
1304,24,17,78.235,17.315,78.230,17.310,78.240,17.320,0.979
1305,25,17,78.245,17.315,78.240,17.310,78.250,17.320,0.979
1306,26,17,78.255,17.315,78.250,17.310,78.260,17.320,0.979
1307,27,17,78.265,17.315,78.260,17.310,78.270,17.320,0.979
1308,28,17,78.275,17.315,78.270,17.310,78.280,17.320,0.979
1309,29,17,78.285,17.315,78.280,17.310,78.290,17.320,0.979
1310,30,17,78.295,17.315,78.290,17.310,78.300,17.320,0.979
1311,31,17,78.305,17.315,78.300,17.310,78.310,17.320,0.979
1312,32,17,78.315,17.315,78.310,17.310,78.320,17.320,0.979
1313,33,17,78.325,17.315,78.320,17.310,78.330,17.320,0.979
1314,34,17,78.335,17.315,78.330,17.310,78.340,17.320,0.979
1315,35,17,78.345,17.315,78.340,17.310,78.350,17.320,0.979
1316,36,17,78.355,17.315,78.350,17.310,78.360,17.320,0.979
1317,37,17,78.365,17.315,78.360,17.310,78.370,17.320,0.979
1318,38,17,78.375,17.315,78.370,17.310,78.380,17.320,0.979
1319,39,17,78.385,17.315,78.380,17.310,78.390,17.320,0.979
1320,40,17,78.395,17.315,78.390,17.310,78.400,17.320,0.979
1321,41,17,78.405,17.315,78.400,17.310,78.410,17.320,0.979
1322,42,17,78.415,17.315,78.410,17.310,78.420,17.320,0.979
1323,43,17,78.425,17.315,78.420,17.310,78.430,17.320,0.979
1324,44,17,78.435,17.315,78.430,17.310,78.440,17.320,0.979
1325,45,17,78.445,17.315,78.440,17.310,78.450,17.320,0.979
1326,46,17,78.455,17.315,78.450,17.310,78.460,17.320,0.979
1327,47,17,78.465,17.315,78.460,17.310,78.470,17.320,0.979
1328,48,17,78.475,17.315,78.470,17.310,78.480,17.320,0.979
1329,49,17,78.485,17.315,78.480,17.310,78.490,17.320,0.979
