Maille,Maille_X,Maille_Y,mid_lon,mid_lat,sw_lon,sw_lat,ne_lon,ne_lat,area
1989,69,25,78.685,17.395,78.680,17.390,78.690,17.400,0.979
1990,70,25,78.695,17.395,78.690,17.390,78.700,17.400,0.979
1991,71,25,78.705,17.395,78.700,17.390,78.710,17.400,0.979
1992,72,25,78.715,17.395,78.710,17.390,78.720,17.400,0.979
1993,73,25,78.725,17.395,78.720,17.390,78.730,17.400,0.979
1994,74,25,78.735,17.395,78.730,17.390,78.740,17.400,0.979
1995,75,25,78.745,17.395,78.740,17.390,78.750,17.400,0.979
1996,76,25,78.755,17.395,78.750,17.390,78.760,17.400,0.979
1997,77,25,78.765,17.395,78.760,17.390,78.770,17.400,0.979
1998,78,25,78.775,17.395,78.770,17.390,78.780,17.400,0.979
1999,79,25,78.785,17.395,78.780,17.390,78.790,17.400,0.979
2000,80,25,78.795,17.395,78.790,17.390,78.800,17.400,0.979
2001,1,26,78.005,17.405,78.000,17.400,78.010,17.410,0.979
2002,2,26,78.015,17.405,78.010,17.400,78.020,17.410,0.979
2003,3,26,78.025,17.405,78.020,17.400,78.030,17.410,0.979
2004,4,26,78.035,17.405,78.030,17.400,78.040,17.410,0.979
2005,5,26,78.045,17.405,78.040,17.400,78.050,17.410,0.979
2006,6,26,78.055,17.405,78.050,17.400,78.060,17.410,0.979
2007,7,26,78.065,17.405,78.060,17.400,78.070,17.410,0.979
2008,8,26,78.075,17.405,78.070,17.400,78.080,17.410,0.979
2009,9,26,78.085,17.405,78.080,17.400,78.090,17.410,0.979
2010,10,26,78.095,17.405,78.090,17.400,78.100,17.410,0.979
2011,11,26,78.105,17.405,78.100,17.400,78.110,17.410,0.979
2012,12,26,78.115,17.405,78.110,17.400,78.120,17.410,0.979
2013,13,26,78.125,17.405,78.120,17.400,78.130,17.410,0.979
2014,14,26,78.135,17.405,78.130,17.400,78.140,17.410,0.979
2015,15,26,78.145,17.405,78.140,17.400,78.150,17.410,0.979
2016,16,26,78.155,17.405,78.150,17.400,78.160,17.410,0.979
2017,17,26,78.165,17.405,78.160,17.400,78.170,17.410,0.979
2018,18,26,78.175,17.405,78.170,17.400,78.180,17.410,0.979
2019,19,26,78.185,17.405,78.180,17.400,78.190,17.410,0.979
2020,20,26,78.195,17.405,78.190,17.400,78.200,17.410,0.979
2021,21,26,78.205,17.405,78.200,17.400,78.210,17.410,0.979
2022,22,26,78.215,17.405,78.210,17.400,78.220,17.410,0.979
2023,23,26,78.225,17.405,78.220,17.400,78.230,17.410,0.979
2024,24,26,78.235,17.405,78.230,17.400,78.240,17.410,0.979
2025,25,26,78.245,17.405,78.240,17.400,78.250,17.410,0.979
2026,26,26,78.255,17.405,78.250,17.400,78.260,17.410,0.979
2027,27,26,78.265,17.405,78.260,17.400,78.270,17.410,0.979
2028,28,26,78.275,17.405,78.270,17.400,78.280,17.410,0.979
2029,29,26,78.285,17.405,78.280,17.400,78.290,17.410,0.979
2030,30,26,78.295,17.405,78.290,17.400,78.300,17.410,0.979
2031,31,26,78.305,17.405,78.300,17.400,78.310,17.410,0.979
2032,32,26,78.315,17.405,78.310,17.400,78.320,17.410,0.979
2033,33,26,78.325,17.405,78.320,17.400,78.330,17.410,0.979
2034,34,26,78.335,17.405,78.330,17.400,78.340,17.410,0.979
2035,35,26,78.345,17.405,78.340,17.400,78.350,17.410,0.979
2036,36,26,78.355,17.405,78.350,17.400,78.360,17.410,0.979
2037,37,26,78.365,17.405,78.360,17.400,78.370,17.410,0.979
2038,38,26,78.375,17.405,78.370,17.400,78.380,17.410,0.979
2039,39,26,78.385,17.405,78.380,17.400,78.390,17.410,0.979
2040,40,26,78.395,17.405,78.390,17.400,78.400,17.410,0.979
2041,41,26,78.405,17.405,78.400,17.400,78.410,17.410,0.979
2042,42,26,78.415,17.405,78.410,17.400,78.420,17.410,0.979
2043,43,26,78.425,17.405,78.420,17.400,78.430,17.410,0.979
2044,44,26,78.435,17.405,78.430,17.400,78.440,17.410,0.979
2045,45,26,78.445,17.405,78.440,17.400,78.450,17.410,0.979
2046,46,26,78.455,17.405,78.450,17.400,78.460,17.410,0.979
2047,47,26,78.465,17.405,78.460,17.400,78.470,17.410,0.979
2048,48,26,78.475,17.405,78.470,17.400,78.480,17.410,0.979
2049,49,26,78.485,17.405,78.480,17.400,78.490,17.410,0.979
2050,50,26,78.495,17.405,78.490,17.400,78.500,17.410,0.979
2051,51,26,78.505,17.405,78.500,17.400,78.510,17.410,0.979
2052,52,26,78.515,17.405,78.510,17.400,78.520,17.410,0.979
2053,53,26,78.525,17.405,78.520,17.400,78.530,17.410,0.979
2054,54,26,78.535,17.405,78.530,17.400,78.540,17.410,0.979
2055,55,26,78.545,17.405,78.540,17.400,78.550,17.410,0.979
2056,56,26,78.555,17.405,78.550,17.400,78.560,17.410,0.979
2057,57,26,78.565,17.405,78.560,17.400,78.570,17.410,0.979
2058,58,26,78.575,17.405,78.570,17.400,78.580,17.410,0.979
2059,59,26,78.585,17.405,78.580,17.400,78.590,17.410,0.979
2060,60,26,78.595,17.405,78.590,17.400,78.600,17.410,0.979
2061,61,26,78.605,17.405,78.600,17.400,78.610,17.410,0.979
2062,62,26,78.615,17.405,78.610,17.400,78.620,17.410,0.979
2063,63,26,78.625,17.405,78.620,17.400,78.630,17.410,0.979
2064,64,26,78.635,17.405,78.630,17.400,78.640,17.410,0.979
2065,65,26,78.645,17.405,78.640,17.400,78.650,17.410,0.979
2066,66,26,78.655,17.405,78.650,17.400,78.660,17.410,0.979
2067,67,26,78.665,17.405,78.660,17.400,78.670,17.410,0.979
2068,68,26,78.675,17.405,78.670,17.400,78.680,17.410,0.979
2069,69,26,78.685,17.405,78.680,17.400,78.690,17.410,0.979
2070,70,26,78.695,17.405,78.690,17.400,78.700,17.410,0.979
2071,71,26,78.705,17.405,78.700,17.400,78.710,17.410,0.979
2072,72,26,78.715,17.405,78.710,17.400,78.720,17.410,0.979
2073,73,26,78.725,17.405,78.720,17.400,78.730,17.410,0.979
2074,74,26,78.735,17.405,78.730,17.400,78.740,17.410,0.979
2075,75,26,78.745,17.405,78.740,17.400,78.750,17.410,0.979
2076,76,26,78.755,17.405,78.750,17.400,78.760,17.410,0.979
2077,77,26,78.765,17.405,78.760,17.400,78.770,17.410,0.979
2078,78,26,78.775,17.405,78.770,17.400,78.780,17.410,0.979
2079,79,26,78.785,17.405,78.780,17.400,78.790,17.410,0.979
2080,80,26,78.795,17.405,78.790,17.400,78.800,17.410,0.979
2081,1,27,78.005,17.415,78.000,17.410,78.010,17.420,0.979
2082,2,27,78.015,17.415,78.010,17.410,78.020,17.420,0.979
2083,3,27,78.025,17.415,78.020,17.410,78.030,17.420,0.979
2084,4,27,78.035,17.415,78.030,17.410,78.040,17.420,0.979
2085,5,27,78.045,17.415,78.040,17.410,78.050,17.420,0.979
2086,6,27,78.055,17.415,78.050,17.410,78.060,17.420,0.979
2087,7,27,78.065,17.415,78.060,17.410,78.070,17.420,0.979
2088,8,27,78.075,17.415,78.070,17.410,78.080,17.420,0.979
2089,9,27,78.085,17.415,78.080,17.410,78.090,17.420,0.979
2090,10,27,78.095,17.415,78.090,17.410,78.100,17.420,0.979
2091,11,27,78.105,17.415,78.100,17.410,78.110,17.420,0.979
2092,12,27,78.115,17.415,78.110,17.410,78.120,17.420,0.979
2093,13,27,78.125,17.415,78.120,17.410,78.130,17.420,0.979
2094,14,27,78.135,17.415,78.130,17.410,78.140,17.420,0.979
2095,15,27,78.145,17.415,78.140,17.410,78.150,17.420,0.979
2096,16,27,78.155,17.415,78.150,17.410,78.160,17.420,0.979
2097,17,27,78.165,17.415,78.160,17.410,78.170,17.420,0.979
2098,18,27,78.175,17.415,78.170,17.410,78.180,17.420,0.979
2099,19,27,78.185,17.415,78.180,17.410,78.190,17.420,0.979
2100,20,27,78.195,17.415,78.190,17.410,78.200,17.420,0.979
2101,21,27,78.205,17.415,78.200,17.410,78.210,17.420,0.979
2102,22,27,78.215,17.415,78.210,17.410,78.220,17.420,0.979
2103,23,27,78.225,17.415,78.220,17.410,78.230,17.420,0.979
2104,24,27,78.235,17.415,78.230,17.410,78.240,17.420,0.979
2105,25,27,78.245,17.415,78.240,17.410,78.250,17.420,0.979
2106,26,27,78.255,17.415,78.250,17.410,78.260,17.420,0.979
2107,27,27,78.265,17.415,78.260,17.410,78.270,17.420,0.979
2108,28,27,78.275,17.415,78.270,17.410,78.280,17.420,0.979
2109,29,27,78.285,17.415,78.280,17.410,78.290,17.420,0.979
2110,30,27,78.295,17.415,78.290,17.410,78.300,17.420,0.979
2111,31,27,78.305,17.415,78.300,17.410,78.310,17.420,0.979
2112,32,27,78.315,17.415,78.310,17.410,78.320,17.420,0.979
2113,33,27,78.325,17.415,78.320,17.410,78.330,17.420,0.979
2114,34,27,78.335,17.415,78.330,17.410,78.340,17.420,0.979
2115,35,27,78.345,17.415,78.340,17.410,78.350,17.420,0.979
2116,36,27,78.355,17.415,78.350,17.410,78.360,17.420,0.979
2117,37,27,78.365,17.415,78.360,17.410,78.370,17.420,0.979
2118,38,27,78.375,17.415,78.370,17.410,78.380,17.420,0.979
2119,39,27,78.385,17.415,78.380,17.410,78.390,17.420,0.979
2120,40,27,78.395,17.415,78.390,17.410,78.400,17.420,0.979
2121,41,27,78.405,17.415,78.400,17.410,78.410,17.420,0.979
2122,42,27,78.415,17.415,78.410,17.410,78.420,17.420,0.979
2123,43,27,78.425,17.415,78.420,17.410,78.430,17.420,0.979
2124,44,27,78.435,17.415,78.430,17.410,78.440,17.420,0.979
2125,45,27,78.445,17.415,78.440,17.410,78.450,17.420,0.979
2126,46,27,78.455,17.415,78.450,17.410,78.460,17.420,0.979
2127,47,27,78.465,17.415,78.460,17.410,78.470,17.420,0.979
2128,48,27,78.475,17.415,78.470,17.410,78.480,17.420,0.979
2129,49,27,78.485,17.415,78.480,17.410,78.490,17.420,0.979
2130,50,27,78.495,17.415,78.490,17.410,78.500,17.420,0.979
2131,51,27,78.505,17.415,78.500,17.410,78.510,17.420,0.979
2132,52,27,78.515,17.415,78.510,17.410,78.520,17.420,0.979
2133,53,27,78.525,17.415,78.520,17.410,78.530,17.420,0.979
2134,54,27,78.535,17.415,78.530,17.410,78.540,17.420,0.979
2135,55,27,78.545,17.415,78.540,17.410,78.550,17.420,0.979
2136,56,27,78.555,17.415,78.550,17.410,78.560,17.420,0.979
2137,57,27,78.565,17.415,78.560,17.410,78.570,17.420,0.979
2138,58,27,78.575,17.415,78.570,17.410,78.580,17.420,0.979
2139,59,27,78.585,17.415,78.580,17.410,78.590,17.420,0.979
2140,60,27,78.595,17.415,78.590,17.410,78.600,17.420,0.979
2141,61,27,78.605,17.415,78.600,17.410,78.610,17.420,0.979
2142,62,27,78.615,17.415,78.610,17.410,78.620,17.420,0.979
2143,63,27,78.625,17.415,78.620,17.410,78.630,17.420,0.979
2144,64,27,78.635,17.415,78.630,17.410,78.640,17.420,0.979
2145,65,27,78.645,17.415,78.640,17.410,78.650,17.420,0.979
2146,66,27,78.655,17.415,78.650,17.410,78.660,17.420,0.979
2147,67,27,78.665,17.415,78.660,17.410,78.670,17.420,0.979
2148,68,27,78.675,17.415,78.670,17.410,78.680,17.420,0.979
2149,69,27,78.685,17.415,78.680,17.410,78.690,17.420,0.979
2150,70,27,78.695,17.415,78.690,17.410,78.700,17.420,0.979
2151,71,27,78.705,17.415,78.700,17.410,78.710,17.420,0.979
2152,72,27,78.715,17.415,78.710,17.410,78.720,17.420,0.979
2153,73,27,78.725,17.415,78.720,17.410,78.730,17.420,0.979
2154,74,27,78.735,17.415,78.730,17.410,78.740,17.420,0.979
2155,75,27,78.745,17.415,78.740,17.410,78.750,17.420,0.979
2156,76,27,78.755,17.415,78.750,17.410,78.760,17.420,0.979
2157,77,27,78.765,17.415,78.760,17.410,78.770,17.420,0.979
2158,78,27,78.775,17.415,78.770,17.410,78.780,17.420,0.979
2159,79,27,78.785,17.415,78.780,17.410,78.790,17.420,0.979
2160,80,27,78.795,17.415,78.790,17.410,78.800,17.420,0.979
2161,1,28,78.005,17.425,78.000,17.420,78.010,17.430,0.979
2162,2,28,78.015,17.425,78.010,17.420,78.020,17.430,0.979
2163,3,28,78.025,17.425,78.020,17.420,78.030,17.430,0.979
2164,4,28,78.035,17.425,78.030,17.420,78.040,17.430,0.979
2165,5,28,78.045,17.425,78.040,17.420,78.050,17.430,0.979
2166,6,28,78.055,17.425,78.050,17.420,78.060,17.430,0.979
2167,7,28,78.065,17.425,78.060,17.420,78.070,17.430,0.979
2168,8,28,78.075,17.425,78.070,17.420,78.080,17.430,0.979
2169,9,28,78.085,17.425,78.080,17.420,78.090,17.430,0.979
2170,10,28,78.095,17.425,78.090,17.420,78.100,17.430,0.979
2171,11,28,78.105,17.425,78.100,17.420,78.110,17.430,0.979
2172,12,28,78.115,17.425,78.110,17.420,78.120,17.430,0.979
2173,13,28,78.125,17.425,78.120,17.420,78.130,17.430,0.979
2174,14,28,78.135,17.425,78.130,17.420,78.140,17.430,0.979
2175,15,28,78.145,17.425,78.140,17.420,78.150,17.430,0.979
2176,16,28,78.155,17.425,78.150,17.420,78.160,17.430,0.979
2177,17,28,78.165,17.425,78.160,17.420,78.170,17.430,0.979
2178,18,28,78.175,17.425,78.170,17.420,78.180,17.430,0.979
2179,19,28,78.185,17.425,78.180,17.420,78.190,17.430,0.979
2180,20,28,78.195,17.425,78.190,17.420,78.200,17.430,0.979
2181,21,28,78.205,17.425,78.200,17.420,78.210,17.430,0.979
2182,22,28,78.215,17.425,78.210,17.420,78.220,17.430,0.979
2183,23,28,78.225,17.425,78.220,17.420,78.230,17.430,0.979
2184,24,28,78.235,17.425,78.230,17.420,78.240,17.430,0.979
2185,25,28,78.245,17.425,78.240,17.420,78.250,17.430,0.979
2186,26,28,78.255,17.425,78.250,17.420,78.260,17.430,0.979
2187,27,28,78.265,17.425,78.260,17.420,78.270,17.430,0.979
2188,28,28,78.275,17.425,78.270,17.420,78.280,17.430,0.979
2189,29,28,78.285,17.425,78.280,17.420,78.290,17.430,0.979
2190,30,28,78.295,17.425,78.290,17.420,78.300,17.430,0.979
2191,31,28,78.305,17.425,78.300,17.420,78.310,17.430,0.979
2192,32,28,78.315,17.425,78.310,17.420,78.320,17.430,0.979
2193,33,28,78.325,17.425,78.320,17.420,78.330,17.430,0.979
2194,34,28,78.335,17.425,78.330,17.420,78.340,17.430,0.979
2195,35,28,78.345,17.425,78.340,17.420,78.350,17.430,0.979
2196,36,28,78.355,17.425,78.350,17.420,78.360,17.430,0.979
2197,37,28,78.365,17.425,78.360,17.420,78.370,17.430,0.979
2198,38,28,78.375,17.425,78.370,17.420,78.380,17.430,0.979
2199,39,28,78.385,17.425,78.380,17.420,78.390,17.430,0.979
2200,40,28,78.395,17.425,78.390,17.420,78.400,17.430,0.979
2201,41,28,78.405,17.425,78.400,17.420,78.410,17.430,0.979
2202,42,28,78.415,17.425,78.410,17.420,78.420,17.430,0.979
2203,43,28,78.425,17.425,78.420,17.420,78.430,17.430,0.979
2204,44,28,78.435,17.425,78.430,17.420,78.440,17.430,0.979
2205,45,28,78.445,17.425,78.440,17.420,78.450,17.430,0.979
2206,46,28,78.455,17.425,78.450,17.420,78.460,17.430,0.979
2207,47,28,78.465,17.425,78.460,17.420,78.470,17.430,0.979
2208,48,28,78.475,17.425,78.470,17.420,78.480,17.430,0.979
2209,49,28,78.485,17.425,78.480,17.420,78.490,17.430,0.979
2210,50,28,78.495,17.425,78.490,17.420,78.500,17.430,0.979
2211,51,28,78.505,17.425,78.500,17.420,78.510,17.430,0.979
2212,52,28,78.515,17.425,78.510,17.420,78.520,17.430,0.979
2213,53,28,78.525,17.425,78.520,17.420,78.530,17.430,0.979
2214,54,28,78.535,17.425,78.530,17.420,78.540,17.430,0.979
2215,55,28,78.545,17.425,78.540,17.420,78.550,17.430,0.979
2216,56,28,78.555,17.425,78.550,17.420,78.560,17.430,0.979
2217,57,28,78.565,17.425,78.560,17.420,78.570,17.430,0.979
2218,58,28,78.575,17.425,78.570,17.420,78.580,17.430,0.979
2219,59,28,78.585,17.425,78.580,17.420,78.590,17.430,0.979
2220,60,28,78.595,17.425,78.590,17.420,78.600,17.430,0.979
2221,61,28,78.605,17.425,78.600,17.420,78.610,17.430,0.979
2222,62,28,78.615,17.425,78.610,17.420,78.620,17.430,0.979
2223,63,28,78.625,17.425,78.620,17.420,78.630,17.430,0.979
2224,64,28,78.635,17.425,78.630,17.420,78.640,17.430,0.979
2225,65,28,78.645,17.425,78.640,17.420,78.650,17.430,0.979
2226,66,28,78.655,17.425,78.650,17.420,78.660,17.430,0.979
2227,67,28,78.665,17.425,78.660,17.420,78.670,17.430,0.979
2228,68,28,78.675,17.425,78.670,17.420,78.680,17.430,0.979
2229,69,28,78.685,17.425,78.680,17.420,78.690,17.430,0.979
2230,70,28,78.695,17.425,78.690,17.420,78.700,17.430,0.979
2231,71,28,78.705,17.425,78.700,17.420,78.710,17.430,0.979
2232,72,28,78.715,17.425,78.710,17.420,78.720,17.430,0.979
2233,73,28,78.725,17.425,78.720,17.420,78.730,17.430,0.979
2234,74,28,78.735,17.425,78.730,17.420,78.740,17.430,0.979
2235,75,28,78.745,17.425,78.740,17.420,78.750,17.430,0.979
2236,76,28,78.755,17.425,78.750,17.420,78.760,17.430,0.979
2237,77,28,78.765,17.425,78.760,17.420,78.770,17.430,0.979
2238,78,28,78.775,17.425,78.770,17.420,78.780,17.430,0.979
2239,79,28,78.785,17.425,78.780,17.420,78.790,17.430,0.979
2240,80,28,78.795,17.425,78.790,17.420,78.800,17.430,0.979
2241,1,29,78.005,17.435,78.000,17.430,78.010,17.440,0.979
2242,2,29,78.015,17.435,78.010,17.430,78.020,17.440,0.979
2243,3,29,78.025,17.435,78.020,17.430,78.030,17.440,0.979
2244,4,29,78.035,17.435,78.030,17.430,78.040,17.440,0.979
2245,5,29,78.045,17.435,78.040,17.430,78.050,17.440,0.979
2246,6,29,78.055,17.435,78.050,17.430,78.060,17.440,0.979
2247,7,29,78.065,17.435,78.060,17.430,78.070,17.440,0.979
2248,8,29,78.075,17.435,78.070,17.430,78.080,17.440,0.979
2249,9,29,78.085,17.435,78.080,17.430,78.090,17.440,0.979
2250,10,29,78.095,17.435,78.090,17.430,78.100,17.440,0.979
2251,11,29,78.105,17.435,78.100,17.430,78.110,17.440,0.979
2252,12,29,78.115,17.435,78.110,17.430,78.120,17.440,0.979
2253,13,29,78.125,17.435,78.120,17.430,78.130,17.440,0.979
2254,14,29,78.135,17.435,78.130,17.430,78.140,17.440,0.979
2255,15,29,78.145,17.435,78.140,17.430,78.150,17.440,0.979
2256,16,29,78.155,17.435,78.150,17.430,78.160,17.440,0.979
2257,17,29,78.165,17.435,78.160,17.430,78.170,17.440,0.979
2258,18,29,78.175,17.435,78.170,17.430,78.180,17.440,0.979
2259,19,29,78.185,17.435,78.180,17.430,78.190,17.440,0.979
2260,20,29,78.195,17.435,78.190,17.430,78.200,17.440,0.979
2261,21,29,78.205,17.435,78.200,17.430,78.210,17.440,0.979
2262,22,29,78.215,17.435,78.210,17.430,78.220,17.440,0.979
2263,23,29,78.225,17.435,78.220,17.430,78.230,17.440,0.979
2264,24,29,78.235,17.435,78.230,17.430,78.240,17.440,0.979
2265,25,29,78.245,17.435,78.240,17.430,78.250,17.440,0.979
2266,26,29,78.255,17.435,78.250,17.430,78.260,17.440,0.979
2267,27,29,78.265,17.435,78.260,17.430,78.270,17.440,0.979
2268,28,29,78.275,17.435,78.270,17.430,78.280,17.440,0.979
2269,29,29,78.285,17.435,78.280,17.430,78.290,17.440,0.979
2270,30,29,78.295,17.435,78.290,17.430,78.300,17.440,0.979
2271,31,29,78.305,17.435,78.300,17.430,78.310,17.440,0.979
2272,32,29,78.315,17.435,78.310,17.430,78.320,17.440,0.979
2273,33,29,78.325,17.435,78.320,17.430,78.330,17.440,0.979
2274,34,29,78.335,17.435,78.330,17.430,78.340,17.440,0.979
2275,35,29,78.345,17.435,78.340,17.430,78.350,17.440,0.979
2276,36,29,78.355,17.435,78.350,17.430,78.360,17.440,0.979
2277,37,29,78.365,17.435,78.360,17.430,78.370,17.440,0.979
2278,38,29,78.375,17.435,78.370,17.430,78.380,17.440,0.979
2279,39,29,78.385,17.435,78.380,17.430,78.390,17.440,0.979
2280,40,29,78.395,17.435,78.390,17.430,78.400,17.440,0.979
2281,41,29,78.405,17.435,78.400,17.430,78.410,17.440,0.979
2282,42,29,78.415,17.435,78.410,17.430,78.420,17.440,0.979
2283,43,29,78.425,17.435,78.420,17.430,78.430,17.440,0.979
2284,44,29,78.435,17.435,78.430,17.430,78.440,17.440,0.979
2285,45,29,78.445,17.435,78.440,17.430,78.450,17.440,0.979
2286,46,29,78.455,17.435,78.450,17.430,78.460,17.440,0.979
2287,47,29,78.465,17.435,78.460,17.430,78.470,17.440,0.979
2288,48,29,78.475,17.435,78.470,17.430,78.480,17.440,0.979
2289,49,29,78.485,17.435,78.480,17.430,78.490,17.440,0.979
2290,50,29,78.495,17.435,78.490,17.430,78.500,17.440,0.979
2291,51,29,78.505,17.435,78.500,17.430,78.510,17.440,0.979
2292,52,29,78.515,17.435,78.510,17.430,78.520,17.440,0.979
2293,53,29,78.525,17.435,78.520,17.430,78.530,17.440,0.979
2294,54,29,78.535,17.435,78.530,17.430,78.540,17.440,0.979
2295,55,29,78.545,17.435,78.540,17.430,78.550,17.440,0.979
2296,56,29,78.555,17.435,78.550,17.430,78.560,17.440,0.979
2297,57,29,78.565,17.435,78.560,17.430,78.570,17.440,0.979
2298,58,29,78.575,17.435,78.570,17.430,78.580,17.440,0.979
2299,59,29,78.585,17.435,78.580,17.430,78.590,17.440,0.979
2300,60,29,78.595,17.435,78.590,17.430,78.600,17.440,0.979
2301,61,29,78.605,17.435,78.600,17.430,78.610,17.440,0.979
2302,62,29,78.615,17.435,78.610,17.430,78.620,17.440,0.979
2303,63,29,78.625,17.435,78.620,17.430,78.630,17.440,0.979
2304,64,29,78.635,17.435,78.630,17.430,78.640,17.440,0.979
2305,65,29,78.645,17.435,78.640,17.430,78.650,17.440,0.979
2306,66,29,78.655,17.435,78.650,17.430,78.660,17.440,0.979
2307,67,29,78.665,17.435,78.660,17.430,78.670,17.440,0.979
2308,68,29,78.675,17.435,78.670,17.430,78.680,17.440,0.979
2309,69,29,78.685,17.435,78.680,17.430,78.690,17.440,0.979
2310,70,29,78.695,17.435,78.690,17.430,78.700,17.440,0.979
2311,71,29,78.705,17.435,78.700,17.430,78.710,17.440,0.979
2312,72,29,78.715,17.435,78.710,17.430,78.720,17.440,0.979
2313,73,29,78.725,17.435,78.720,17.430,78.730,17.440,0.979
2314,74,29,78.735,17.435,78.730,17.430,78.740,17.440,0.979
2315,75,29,78.745,17.435,78.740,17.430,78.750,17.440,0.979
2316,76,29,78.755,17.435,78.750,17.430,78.760,17.440,0.979
2317,77,29,78.765,17.435,78.760,17.430,78.770,17.440,0.979
2318,78,29,78.775,17.435,78.770,17.430,78.780,17.440,0.979
2319,79,29,78.785,17.435,78.780,17.430,78.790,17.440,0.979
2320,80,29,78.795,17.435,78.790,17.430,78.800,17.440,0.979
2321,1,30,78.005,17.445,78.000,17.440,78.010,17.450,0.979
2322,2,30,78.015,17.445,78.010,17.440,78.020,17.450,0.979
2323,3,30,78.025,17.445,78.020,17.440,78.030,17.450,0.979
2324,4,30,78.035,17.445,78.030,17.440,78.040,17.450,0.979
2325,5,30,78.045,17.445,78.040,17.440,78.050,17.450,0.979
2326,6,30,78.055,17.445,78.050,17.440,78.060,17.450,0.979
2327,7,30,78.065,17.445,78.060,17.440,78.070,17.450,0.979
2328,8,30,78.075,17.445,78.070,17.440,78.080,17.450,0.979
2329,9,30,78.085,17.445,78.080,17.440,78.090,17.450,0.979
2330,10,30,78.095,17.445,78.090,17.440,78.100,17.450,0.979
2331,11,30,78.105,17.445,78.100,17.440,78.110,17.450,0.979
2332,12,30,78.115,17.445,78.110,17.440,78.120,17.450,0.979
2333,13,30,78.125,17.445,78.120,17.440,78.130,17.450,0.979
2334,14,30,78.135,17.445,78.130,17.440,78.140,17.450,0.979
2335,15,30,78.145,17.445,78.140,17.440,78.150,17.450,0.979
2336,16,30,78.155,17.445,78.150,17.440,78.160,17.450,0.979
2337,17,30,78.165,17.445,78.160,17.440,78.170,17.450,0.979
2338,18,30,78.175,17.445,78.170,17.440,78.180,17.450,0.979
2339,19,30,78.185,17.445,78.180,17.440,78.190,17.450,0.979
2340,20,30,78.195,17.445,78.190,17.440,78.200,17.450,0.979
2341,21,30,78.205,17.445,78.200,17.440,78.210,17.450,0.979
2342,22,30,78.215,17.445,78.210,17.440,78.220,17.450,0.979
2343,23,30,78.225,17.445,78.220,17.440,78.230,17.450,0.979
2344,24,30,78.235,17.445,78.230,17.440,78.240,17.450,0.979
2345,25,30,78.245,17.445,78.240,17.440,78.250,17.450,0.979
2346,26,30,78.255,17.445,78.250,17.440,78.260,17.450,0.979
2347,27,30,78.265,17.445,78.260,17.440,78.270,17.450,0.979
2348,28,30,78.275,17.445,78.270,17.440,78.280,17.450,0.979
2349,29,30,78.285,17.445,78.280,17.440,78.290,17.450,0.979
2350,30,30,78.295,17.445,78.290,17.440,78.300,17.450,0.979
2351,31,30,78.305,17.445,78.300,17.440,78.310,17.450,0.979
2352,32,30,78.315,17.445,78.310,17.440,78.320,17.450,0.979
2353,33,30,78.325,17.445,78.320,17.440,78.330,17.450,0.979
2354,34,30,78.335,17.445,78.330,17.440,78.340,17.450,0.979
2355,35,30,78.345,17.445,78.340,17.440,78.350,17.450,0.979
2356,36,30,78.355,17.445,78.350,17.440,78.360,17.450,0.979
2357,37,30,78.365,17.445,78.360,17.440,78.370,17.450,0.979
2358,38,30,78.375,17.445,78.370,17.440,78.380,17.450,0.979
2359,39,30,78.385,17.445,78.380,17.440,78.390,17.450,0.979
2360,40,30,78.395,17.445,78.390,17.440,78.400,17.450,0.979
2361,41,30,78.405,17.445,78.400,17.440,78.410,17.450,0.979
2362,42,30,78.415,17.445,78.410,17.440,78.420,17.450,0.979
2363,43,30,78.425,17.445,78.420,17.440,78.430,17.450,0.979
2364,44,30,78.435,17.445,78.430,17.440,78.440,17.450,0.979
2365,45,30,78.445,17.445,78.440,17.440,78.450,17.450,0.979
2366,46,30,78.455,17.445,78.450,17.440,78.460,17.450,0.979
2367,47,30,78.465,17.445,78.460,17.440,78.470,17.450,0.979
2368,48,30,78.475,17.445,78.470,17.440,78.480,17.450,0.979
2369,49,30,78.485,17.445,78.480,17.440,78.490,17.450,0.979
2370,50,30,78.495,17.445,78.490,17.440,78.500,17.450,0.979
2371,51,30,78.505,17.445,78.500,17.440,78.510,17.450,0.979
2372,52,30,78.515,17.445,78.510,17.440,78.520,17.450,0.979
2373,53,30,78.525,17.445,78.520,17.440,78.530,17.450,0.979
2374,54,30,78.535,17.445,78.530,17.440,78.540,17.450,0.979
2375,55,30,78.545,17.445,78.540,17.440,78.550,17.450,0.979
2376,56,30,78.555,17.445,78.550,17.440,78.560,17.450,0.979
2377,57,30,78.565,17.445,78.560,17.440,78.570,17.450,0.979
2378,58,30,78.575,17.445,78.570,17.440,78.580,17.450,0.979
2379,59,30,78.585,17.445,78.580,17.440,78.590,17.450,0.979
2380,60,30,78.595,17.445,78.590,17.440,78.600,17.450,0.979
2381,61,30,78.605,17.445,78.600,17.440,78.610,17.450,0.979
2382,62,30,78.615,17.445,78.610,17.440,78.620,17.450,0.979
2383,63,30,78.625,17.445,78.620,17.440,78.630,17.450,0.979
2384,64,30,78.635,17.445,78.630,17.440,78.640,17.450,0.979
2385,65,30,78.645,17.445,78.640,17.440,78.650,17.450,0.979
2386,66,30,78.655,17.445,78.650,17.440,78.660,17.450,0.979
